sale_dollars
123.36
123.36
121.44
121.44
161.28
162
252
139.2
139.2
139.2
139.2
139.2
139.2
139.2
139.2
139.2
121.44
121.44
121.44
125.76
121.44
121.44
121.44
121.44
121.44
121.44
121.44
121.44
121.44
121.44
125.76
121.44
121.44
121.44
121.44
121.44
121.44
125.28
108
107.28
180
133.92
133.92
144
133.92
133.92
133.92
144
133.92
133.92
133.92
133.92
133.92
133.92
133.92
133.92
144
133.92
144
133.92
144
133.92
144
133.92
133.92
133.92
133.92
133.92
133.92
133.92
133.92
144
120.24
120.24
120.24
120.24
120.24
120.24
120.24
120.24
120.24
120.24
120.24
120.24
126
120.72
120.24
120.24
120.24
120.72
120.24
120.24
120.24
120.72
120.24
120.24
126
126
126
120.24
120.24
120.24
120.24
120.24
126
120.24
126
120.24
120.24
120.24
126
120.24
120.24
120.24
120.24
120.72
120.24
120.24
120.24
126
120.24
120.72
120.72
120.24
126
120.24
120.72
120.24
120.24
120.24
120.24
120.24
120.24
120.24
120.24
126
126
126
126
120.24
120.24
120.24
324
288
270
270
119.28
119.28
119.28
119.28
119.28
119.28
119.28
118.8
131.76
108
120
115.2
118.8
115.2
131.76
121.68
118.8
131.76
108
122.88
115.2
285.6
131.04
119.28
119.28
119.28
119.28
119.28
119.28
119.28
119.28
119.28
131.04
119.28
119.28
119.28
119.28
119.28
119.28
119.28
119.28
125.76
131.04
119.28
125.76
119.28
119.28
119.28
119.28
131.04
119.28
129.6
129.6
129.6
129.6
132.48
129.6
132.48
129.6
129.6
129.6
129.6
129.6
129.6
129.6
129.6
129.6
129.6
129.6
129.6
132.48
129.6
132.48
129.6
132.48
129.6
129.6
129.6
129.6
129.6
129.6
129.6
129.6
129.6
129.6
129.6
129.6
129.6
129.6
129.6
129.6
132.48
129.6
129.6
129.6
132.48
129.6
129.6
129.6
129.6
129.6
129.6
129.6
129.6
129.6
129.6
132.48
129.6
129.6
129.6
129.6
129.6
129.6
129.6
129.6
129.6
129.6
129.6
129.6
129.6
129.6
129.6
129.6
129.6
129.6
132.48
129.6
129.6
129.6
132.48
129.6
129.6
132.48
129.6
129.6
129.6
129.6
129.6
129.6
129.6
129.6
252
270
270
270
270
270
270
123.36
123.36
117.84
117.84
117.84
133.92
155.04
136.8
129.12
136.8
155.04
136.8
125.76
134.64
125.76
125.76
303.6
360
108
108
128.64
128.64
128.64
162
297.12
226.8
226.8
187.92
125.28
125.28
131.04
359.52
342.24
342.24
297.12
297.12
297.12
297.12
297.12
297.12
297.12
297.12
269.76
339.84
118.08
390.24
360
347.04
347.04
360
360
360
360
360
360
347.04
360
360
360
360
347.04
360
360
360
347.04
360
360
360
347.04
360
347.04
347.04
360
360
347.04
347.04
360
360
347.04
347.04
347.04
347.04
360
347.04
360
360
360
347.04
347.04
360
360
347.04
360
347.04
360
347.04
360
347.04
360
347.04
360
347.04
347.04
347.04
347.04
234
306
342
342
306
306
306
252
270
270
270
270
324.48
306
306
306
306
324
306
162
270
288
306
162
162
252
270
270
270
270
324.48
270
270
270
270
252
336.24
162
161.28
162
162
162
162
252
252
162
252
162
324
324
324
324
161.28
270
339.12
269.76
287.76
269.76
269.76
269.76
323.76
305.76
305.76
269.76
269.76
269.76
305.76
269.76
269.76
323.76
305.76
269.76
269.76
269.76
305.76
215.52
234.24
216
216
216
297.36
297.36
297.36
297.12
315.36
297.36
297.36
297.36
315.36
297.36
326.16
326.16
326.16
326.16
326.16
326.16
326.16
326.16
326.16
326.16
326.16
297.36
297.36
360
360
360
360
326.16
326.16
326.16
326.16
326.16
326.16
326.16
326.16
326.16
326.16
326.16
326.16
326.16
326.16
297.36
324
297.12
270
252
362.64
297.12
326.16
269.76
269.76
208.08
270
226.56
252
252
252
252
252
252
252
252
252
252
252
252
144
846
630
773.28
791.52
791.52
791.52
791.52
773.28
755.52
719.76
719.76
719.76
719.76
719.76
719.76
719.76
827.76
719.76
719.76
719.76
719.76
719.76
719.76
719.76
827.76
719.76
719.76
719.76
827.76
1097.76
1097.76
1101.6
881.28
899.28
971.28
270.24
252
252
251.52
252
252
239.76
231.84
231.84
231.84
231.84
231.84
231.84
231.84
231.84
162
197.28
197.28
231.84
231.84
231.84
230.88
647.76
576
166.32
181.44
569.52
594
630
510.24
719.76
719.76
719.76
737.04
504
270
270
270
270
270
270
270
270
270
270
270
270
384
384
384
384
384
384
384
384
384
384
384
384
384
384
384
384
384
384
384
384
323.28
323.28
323.28
323.28
323.28
323.28
323.28
323.28
323.28
323.28
323.28
323.28
324
323.28
323.28
323.28
323.28
323.28
323.28
323.28
324
324
324
324
324
324
324
324
324
324
324
324
324
324
324
324
324
324
324
324
324
324
324
324
324
324
594
468
468
839.28
688.5
468
507.6
522
522
507.6
507.6
539.76
522
522
480.24
447.12
306
720
340.56
396.72
396.72
333.12
333.12
315.12
449.76
467.76
449.76
205.92
399.36
593.76
593.76
593.76
468
486
593.76
593.76
593.76
593.76
593.76
486
486
311.76
311.76
311.76
311.76
311.76
311.76
729
324
326.16
326.16
326.16
459
468
468
504
326.16
326.16
234
243.12
234
234
216
572.88
450
450
408
450
360
360
126
300.24
270
466.56
468.48
297.12
297.12
297.12
297.12
297.12
297.12
297.12
297.12
297.12
297.12
297.12
297.12
297.12
414
411.84
288
288
297.12
297.12
297.12
297.12
297.12
170.64
180
339.12
189.12
241.2
204.24
460.8
342
144
288
234
234
243.12
185.52
189.12
189.12
188.4
123.12
572.88
560.64
560.64
572.88
560.64
572.88
560.64
198
193.44
198
344.16
372
372
372
828
666
966.24
1043.52
398.64
398.64
432
398.64
398.64
414
444.24
450
360
270.48
216
467.76
990
1008
1008
1008
990
990
1008
990
990
990
990
990
990
990
990
990
990
686.4
537.84
626.4
591.6
359.04
396
486
486
522
486
522
486
378
504
395.76
2436.24
1295.76
396
398.64
398.64
556.56
472.5
438.24
414
486
486
270.48
450
593.76
702
467.28
538.32
162
390.24
396
411.12
201.6
261.12
261.6
252
243.12
185.52
-270
15
23.05
23.05
32.1
60
58.15
60
60
58.15
58.15
58.15
60
58.15
58.15
55.2
58.15
60
57.4
23.05
23.05
23
23
23
23.05
23.05
23
23
23.05
23.05
23.05
15.35
14
14
15.4
15.4
15.4
21.7
50.55
50.55
48.7
50.55
39.4
39.4
41.25
39.4
39.4
37.35
39.4
35.7
34
62.95
22.2
22.2
15.7
15
15
15
15
14.95
15.7
15
23.65
23.2
26.25
26.25
26.25
26.25
26.25
49.15
49.15
47.2
56.25
52.5
47.2
52.5
47.2
49.05
56.25
52.5
52.5
49
56.25
49.05
39.4
52.45
52.45
14.95
14.95
14.9
14.9
25.5
25.45
25.45
25.45
25.45
48.7
48.7
48.7
69.4
69.4
63.6
67.5
67.5
63.6
63.6
63.6
34.15
12.85
14.5
13.75
14.5
14.5
14.5
13.05
13.95
13.95
15.55
15.45
15.55
13.95
13.95
13.95
15.55
13.95
15.55
13.95
15.45
13.95
15.55
13.5
13.5
13.45
13.5
13.15
13.45
13.5
13.45
26.25
26.25
26.25
26.25
12.8
12.85
21.15
22.5
22.5
21
13
13
13.05
35.65
33.75
33.75
35.65
35.65
35.65
35.65
33.75
35.65
35.65
35.65
35.65
33.6
40.65
40.65
40.65
40.65
26.25
26.25
26.25
26.25
26.25
68.1
26.25
25.5
25.5
26.25
26.25
25.9
25.9
25.8
37.45
20.55
20.55
20.55
20.55
20.55
20.55
20.55
33.75
32.35
33.75
33.75
33.75
33.75
33.75
33.75
32.25
32.25
32.25
33.75
34.95
37.5
37.5
37.5
37.5
37.5
32.25
37.5
37.5
37.5
37.5
37.5
36
62.95
60.7
62.95
65.65
74.95
73.15
74.95
71.25
76.8
71.2
74.95
78.7
74.95
76.8
73.15
76.8
76.8
74.95
71.2
76.8
99.1
96.75
85.2
75.55
83.4
71.8
24.25
24.25
24.35
26.2
26.2
22.45
22
22
24.15
24.15
24.15
24.15
22.85
26.65
26.55
26.65
26.65
69.4
69.4
69.4
69.4
62
40
40
40
40
40
48.9
48.85
48.9
48.9
48.9
48.9
48.9
48.9
59.1
59.1
39.4
52.5
52.5
39.95
40
40
39.95
53.5
53.5
16.9
17.1
17.05
17.1
17.1
17.1
17.1
23.05
22.95
22.95
22.95
56.25
49
35.85
34
35.85
35.85
35.85
35.85
35.85
35.85
35.85
34
35.85
41.25
63.7
105
47.2
41.25
41.25
41.2
41.25
41.25
41.25
41.25
41.25
41.25
41.25
41.2
41.2
41.25
51.72
99.56
121.5
126
415.26
1355.76
2788.38
6804
2590.92
1680.72
5364
11592
3249
8502
1788
1788
1785
1785
1818
1932
5703
5364
5928
4947
5289
5289
5286
2004
5100
3306
5616
3525
3159
16542
15222
3576
9444
12636
450.72
269.88
325.68
142.92
359.64
377.88
271.32
271.32
186
206.88
280.32
261.6
280.32
404.88
260.88
141.84
297.24
297.24
297.24
243.72
243.72
270
350.88
341.88
396
80.28
80.28
80.52
80.28
261.6
252.72
261.6
243.72
216.96
216.96
216.96
216.96
197.88
216.96
208.44
216.72
147.6
152.88
406.68
424.32
126.24
216.96
216.96
216.96
216.96
216.96
494.64
449.4
225
622.68
604.68
719.28
404.88
404.88
395.88
404.88
387
378
404.88
368.88
378
368.88
378
332.88
332.88
332.88
332.88
332.88
332.88
611.88
620.88
603
620.88
243
247.2
247.08
243
243
243
243
247.2
247.08
243
243
243
243
235.2
247.2
243
247.2
247.08
243
235.2
243
247.08
247.08
247.08
243
247.08
217.32
216.6
210.72
229.32
403.08
391.44
422.64
391.44
413.64
709.56
709.56
575.88
422.64
397.32
386.88
404.88
189
189
189
189
189
359.64
449.64
359.64
359.64
220.56
220.32
220.56
220.56
220.56
377.88
369
359.88
369
373.56
377.88
369
356.88
288
288
260.88
243
256.56
243
248.04
260.88
243
251.88
243
243
243
260.88
243
243
251.88
260.88
251.88
243
243
256.56
243
248.04
251.88
243
256.56
256.56
248.04
251.88
251.88
243
248.04
251.88
661.44
210.12
412.44
425.16
472.32
425.16
425.16
566.88
568.44
512.88
512.88
629.88
566.88
494.76
494.76
494.76
541.32
568.44
478.32
1799.04
234.12
255.12
234.24
234.12
234.24
255.12
234.24
234.12
234.12
234.12
222.12
315
738
273.12
320.4
320.4
109.44
109.44
109.44
86.4
92.28
92.4
92.4
86.28
92.4
86.4
92.4
91.8
86.28
86.4
92.4
92.28
86.4
86.28
86.4
86.4
86.28
86.4
92.28
86.28
86.4
85.8
92.4
86.28
92.4
86.28
92.28
92.4
86.28
86.4
92.28
92.4
92.28
92.4
86.28
92.4
98.28
125.88
125.88
99
92.28
99
92.28
99
98.88
99
121.56
121.56
121.56
121.56
121.56
121.56
115.56
121.56
121.56
121.56
121.56
121.56
121.56
121.56
121.56
121.56
121.56
121.56
121.56
121.56
121.56
121.56
121.56
121.56
121.56
121.56
121.56
115.56
121.56
121.56
121.56
121.56
121.56
121.56
121.56
121.56
121.56
121.56
121.56
121.56
121.56
121.56
121.56
121.56
121.56
121.56
121.56
121.56
121.56
121.56
121.56
121.56
121.56
121.56
121.56
121.56
121.56
121.56
121.56
121.56
115.56
121.56
121.56
121.56
121.56
115.56
121.56
121.56
121.56
121.56
121.56
121.56
121.56
121.56
121.56
121.56
121.56
121.56
121.56
121.56
121.56
121.56
121.56
121.56
121.56
121.56
121.56
121.56
121.56
121.56
121.56
121.56
121.56
121.56
121.56
121.56
121.56
121.56
121.56
121.56
121.56
121.56
121.56
121.56
115.56
121.56
121.56
121.56
121.56
121.56
121.56
121.56
121.56
121.56
121.56
121.56
121.56
121.56
121.56
121.56
121.56
121.56
121.56
121.56
121.56
121.56
121.56
121.56
121.56
121.56
121.56
121.56
121.56
121.56
121.56
121.56
121.56
121.56
121.56
121.56
121.56
121.56
121.56
121.56
121.56
121.56
121.56
121.56
121.56
121.56
121.56
115.56
121.56
121.56
121.56
121.56
121.56
121.56
121.56
121.56
121.56
121.56
121.56
121.56
121.56
121.56
121.56
121.56
121.56
121.56
121.56
121.56
121.56
121.56
121.56
121.56
121.56
121.56
121.56
121.56
121.56
121.56
115.56
121.56
121.56
121.56
121.56
121.56
121.56
121.56
121.56
121.56
121.56
121.56
121.56
121.56
121.56
110.64
110.64
110.64
110.64
110.64
110.64
179.88
179.88
160.32
141.72
141.84
141.84
141.72
141.84
141.84
141.84
141.84
141.72
141.72
141.84
141.72
141.84
141.84
141.84
141.72
141.84
141.72
141.72
141.84
141.84
141.84
141.84
141.84
141.72
141.84
144
141.84
141.72
141.84
179.52
170.16
160.56
179.52
280.68
280.68
280.68
271.32
271.32
271.32
271.32
271.32
271.32
280.68
280.68
280.68
280.68
280.68
280.68
280.68
288
279.12
288
288
288
288
279.12
288
288
288
279.12
279.12
288
288
279.12
279.12
288
279.12
279.12
271.32
271.32
280.68
280.68
270
270
280.68
270
280.68
270
271.32
270
270
270
270
271.32
280.68
271.32
271.32
271.32
271.32
280.68
280.68
270
271.32
271.32
280.68
280.68
270
280.68
271.32
271.32
270
270
280.68
271.32
270
280.68
270
270
270
270
280.68
271.32
280.68
271.32
280.68
271.32
280.68
271.32
270
280.68
280.68
270
280.68
270
280.68
280.68
280.68
270
271.32
280.68
280.68
270
270
270
270
271.32
270
280.68
270
280.68
270
280.68
270
270
270
270
270
280.68
270
280.68
271.32
271.32
254.88
271.32
257.88
270
280.68
260.88
260.88
260.88
270
260.88
449.88
306
280.68
306
306
306
306
296.4
306
306
305.88
306
306
305.88
296.4
306
306
236.16
226.68
217.32
189.36
189.36
297
288
279.12
288
275.52
279.12
279.12
288
279.12
288
288
288
279.12
264.96
288
279.12
279.12
264.96
279.12
288
264.96
275.52
288
279.12
275.52
279.12
288
279.12
264.96
279.12
288
275.52
275.52
288
288
279.12
279.12
279.12
288
288
275.52
279.12
264.96
275.52
288
288
279.12
270
260.88
270
270
260.88
270
265.56
253.56
270
270
260.88
257.88
265.56
270
271.32
270
280.68
270
260.88
270
253.56
265.56
265.56
265.56
270
271.32
271.32
265.56
260.88
260.88
270
280.68
260.88
270
270
280.68
265.56
280.68
260.88
270
280.68
271.32
254.88
265.56
257.88
270
260.88
256.44
260.88
271.32
271.32
270
260.88
280.68
270
271.32
271.32
271.32
271.32
280.68
260.88
265.56
270
280.68
270
260.88
265.56
265.56
280.68
270
280.68
280.68
265.56
270
265.56
270
260.88
265.56
265.56
265.56
270
270
270
270
257.88
260.88
270
270
271.32
270
270
265.56
270
271.32
271.32
271.32
271.32
265.56
271.32
260.88
260.88
260.88
280.68
256.44
270
265.56
265.56
270
271.32
265.56
270
260.88
254.88
271.32
280.68
270
270
260.88
260.88
280.68
271.32
257.88
270
270
270
270
270
271.32
271.32
271.32
265.56
265.56
280.68
271.32
270
270
265.56
270
270
260.88
260.88
270
265.56
270
270
260.88
265.56
271.32
270
257.88
270
280.68
256.44
271.32
270
260.88
270
270
271.32
271.32
270
256.44
271.32
270
270
270
271.32
265.56
260.88
270
257.88
271.32
270
265.56
260.88
265.56
265.56
265.56
271.32
253.56
260.88
270
270
270
270
257.88
270
280.68
280.68
270
265.56
265.56
253.56
280.68
249.75
134.88
135
135
134.88
135
135
135
135
134.88
135
135
135
135
135
135
135
135
450
440.88
450
440.88
440.88
450
161.64
170.88
121.44
126
126
126
126
121.44
126
126
126
126
126
121.44
126
121.44
115.44
126
126
126
126
126
126
126
126
121.44
126
126
126
115.44
121.44
126
121.44
126
121.44
126
126
126
126
126
115.44
115.44
126
126
121.44
126
126
126
126
126
126
126
121.44
126
126
121.44
110.64
110.64
110.64
110.4
110.64
110.64
110.64
110.64
110.64
110.64
110.4
110.64
110.64
110.4
110.64
110.64
110.4
110.64
110.64
110.64
110.64
110.4
110.64
110.64
110.64
110.64
110.64
110.64
110.64
110.4
110.64
110.64
110.64
110.64
110.4
110.64
110.64
110.64
110.64
110.64
110.4
110.64
110.4
110.64
110.64
110.64
110.64
110.64
110.64
110.64
110.64
110.4
110.64
110.64
110.4
110.64
110.64
110.4
110.64
110.4
110.64
110.64
110.64
110.64
110.64
110.64
110.64
110.64
110.64
110.64
110.64
110.64
110.64
110.4
110.64
110.4
110.64
110.4
110.64
110.64
110.64
110.64
110.64
110.64
110.64
110.64
110.64
110.64
110.64
110.4
110.64
110.64
110.64
110.4
110.64
110.4
110.64
110.64
110.4
110.4
110.64
110.64
110.4
110.64
110.64
110.64
110.64
110.64
110.64
110.64
110.64
110.4
110.64
110.4
110.64
110.64
110.4
110.64
110.64
110.4
110.64
110.64
110.64
110.64
110.4
110.64
110.4
110.64
110.64
110.64
110.4
110.4
110.4
110.4
110.64
110.64
110.64
110.4
110.4
110.64
110.64
110.4
110.4
110.4
110.4
110.64
110.64
110.64
110.64
110.4
110.64
110.4
110.64
110.64
110.64
110.64
110.64
110.64
110.64
110.64
110.64
110.4
110.4
110.64
110.64
110.64
110.4
110.64
110.4
110.64
110.4
110.4
110.64
110.64
110.64
110.64
110.64
110.64
110.64
110.64
110.64
110.64
110.64
110.64
110.64
110.64
110.64
110.64
110.4
110.64
110.4
110.64
110.4
110.4
110.64
110.4
110.64
110.64
110.64
110.64
110.4
110.4
110.64
110.64
110.64
110.64
110.4
110.64
110.4
110.64
110.64
110.64
110.64
110.4
110.4
110.64
110.64
110.64
110.4
110.64
110.4
110.64
110.64
94.2
94.2
94.08
94.2
94.2
94.2
94.2
94.2
94.08
94.2
94.2
94.08
89.28
94.2
94.08
94.2
94.08
94.08
94.2
94.2
94.2
89.28
94.2
94.2
94.08
94.2
94.2
94.2
94.08
94.2
94.2
94.2
94.2
94.2
94.2
89.28
89.28
94.2
94.08
94.2
94.2
94.08
94.08
94.08
94.2
94.2
94.2
89.28
94.08
94.2
94.2
89.28
94.2
89.28
94.08
94.2
94.2
94.2
94.2
94.08
94.2
94.2
94.08
94.2
94.2
94.08
94.2
94.2
94.2
89.28
94.2
94.08
94.2
94.2
89.28
94.2
94.2
94.2
94.2
94.08
89.28
94.2
94.2
94.2
94.2
94.2
94.2
94.2
94.2
94.2
94.2
94.2
94.08
94.2
94.08
94.2
94.2
94.08
94.2
89.28
94.2
89.28
94.2
89.28
94.2
94.2
94.2
94.08
94.2
94.2
94.2
89.28
94.08
94.08
94.08
94.08
89.28
94.2
94.2
89.28
94.2
94.08
94.2
94.2
94.2
94.2
94.2
94.2
94.2
94.2
94.08
94.2
94.2
94.2
89.28
94.2
94.2
94.2
89.28
94.2
94.2
94.2
94.2
89.28
94.2
94.08
94.2
94.08
94.2
94.2
94.2
94.2
94.2
94.2
94.08
94.2
94.08
94.08
89.28
94.2
94.08
94.2
94.2
94.2
94.2
94.08
94.2
94.2
94.08
94.2
89.28
94.08
94.2
94.08
94.2
94.08
89.28
94.08
94.2
94.2
94.08
94.2
89.28
89.28
89.28
94.2
94.08
94.08
94.2
94.2
94.08
94.2
94.2
94.08
94.2
94.08
89.28
94.08
94.2
94.2
94.2
94.2
94.08
94.08
94.2
94.08
94.2
94.08
89.28
94.08
89.28
94.08
89.28
94.2
94.08
94.08
94.2
94.2
89.28
94.2
94.2
94.2
94.2
94.2
94.08
89.28
94.08
94.2
89.28
89.28
94.2
94.08
94.2
94.2
94.08
94.08
94.2
94.2
94.08
94.2
94.2
94.2
94.2
94.2
94.08
94.2
94.2
94.08
94.2
94.2
94.2
94.2
94.2
94.2
94.2
94.2
94.2
94.2
94.08
94.2
89.28
94.2
89.28
94.2
94.2
94.2
94.2
94.2
94.2
94.08
94.2
94.2
94.08
94.2
94.2
94.08
94.2
94.2
94.2
94.2
94.2
94.08
94.08
94.2
89.28
94.2
94.2
94.2
94.2
94.2
94.2
94.2
94.08
94.08
94.2
94.2
94.2
94.2
94.2
94.08
94.08
94.2
94.2
94.2
94.08
89.28
94.08
94.2
94.2
94.2
94.2
94.2
94.2
94.2
94.2
94.2
94.2
94.2
94.2
94.2
94.2
94.2
94.2
94.2
94.2
94.08
94.2
94.2
94.2
94.2
94.2
94.2
89.28
94.2
94.2
89.28
94.2
94.2
89.28
94.2
94.2
94.08
94.2
94.08
94.2
94.08
94.2
94.08
94.2
94.2
94.2
94.2
94.08
94.08
94.08
94.2
94.2
94.08
94.2
94.2
94.2
89.28
94.2
94.2
94.08
94.2
94.08
94.08
94.2
94.08
94.2
94.08
94.2
94.2
94.2
94.2
94.2
94.08
94.2
94.2
94.2
94.2
94.08
89.28
94.2
94.08
94.2
94.2
94.08
94.08
94.2
94.08
89.28
94.08
94.2
94.2
94.2
94.2
94.2
94.08
94.2
94.2
89.28
94.2
94.2
94.2
94.2
94.08
94.2
94.2
94.2
94.2
94.2
94.2
94.2
94.2
94.08
89.28
94.08
94.2
94.08
94.2
94.08
94.08
89.28
94.2
89.28
94.2
94.08
94.2
94.2
94.08
94.2
94.08
94.2
94.2
94.2
94.08
94.2
94.08
94.2
94.2
94.2
94.08
94.08
94.08
89.28
94.2
94.2
94.08
94.2
94.2
94.2
94.08
94.08
94.2
94.2
94.2
89.28
94.2
94.2
89.28
94.2
94.2
89.28
94.2
94.08
94.2
89.28
94.2
94.2
94.2
89.28
94.2
94.08
94.08
94.2
94.2
94.2
94.2
94.08
94.2
94.08
94.2
94.2
94.2
94.08
94.08
89.28
94.08
94.2
94.2
94.2
94.2
94.08
94.08
94.2
94.08
94.2
94.2
94.08
94.2
94.2
89.28
94.2
94.2
94.2
94.08
94.2
94.2
94.08
94.08
94.2
94.2
89.28
89.28
94.08
94.08
94.2
94.2
89.28
94.08
89.28
94.2
89.28
94.2
94.2
94.08
94.2
94.2
94.2
94.2
94.2
94.08
94.2
94.08
89.28
94.08
94.08
94.2
94.2
94.08
94.2
94.2
94.2
94.08
94.2
94.08
94.2
94.2
94.08
89.28
89.28
94.08
89.28
94.2
94.2
94.2
89.28
94.2
94.2
94.08
89.28
94.2
94.2
94.08
94.08
94.2
89.28
94.2
94.2
94.2
94.2
94.08
94.2
94.2
94.2
94.2
94.08
94.2
94.08
94.2
94.2
94.2
94.2
94.2
94.08
94.08
94.08
94.2
94.2
94.2
94.2
94.08
94.2
94.08
94.08
94.2
94.2
94.08
94.08
89.28
94.2
94.2
89.28
94.2
94.08
94.08
94.2
94.2
94.2
89.28
94.2
94.2
94.2
94.08
94.2
94.2
94.2
94.2
94.2
94.2
94.08
94.2
94.2
94.08
94.08
94.2
94.2
94.2
94.08
89.28
94.2
94.08
89.28
94.2
94.2
94.2
94.08
94.08
94.2
94.2
94.08
94.2
94.2
94.08
94.08
94.2
94.2
94.2
94.08
94.08
94.08
94.2
89.28
94.08
94.2
94.2
94.2
94.2
94.2
94.2
94.2
94.2
94.2
94.08
94.08
89.28
94.08
94.2
89.28
94.08
94.2
94.08
75.96
75.96
78
78.12
72
76.44
76.44
78.12
78.12
78.12
78
78
70.44
76.44
72.12
78
78.12
78.12
72.12
72.12
78.12
72.12
78.12
78.12
78.12
76.44
72
78
76.44
78.12
78
72
78
76.44
72.12
70.44
90
90
90
90
90
90
73.92
73.92
73.92
73.68
73.92
73.92
73.92
73.92
73.68
73.92
67.2
73.68
73.68
73.68
73.68
73.92
73.68
73.92
73.68
73.92
73.68
73.92
73.92
73.68
73.68
73.68
73.92
73.92
67.2
73.92
73.92
73.68
73.68
73.68
73.68
73.92
67.2
73.92
67.2
73.68
73.92
73.92
73.68
73.92
73.92
73.92
73.68
73.92
73.68
73.92
72.12
72.12
78.12
78.12
72.12
78.12
78.12
72
78.12
72.12
72.12
72.12
72.12
76.44
72.12
78.12
72.12
78.12
78.12
78
72
76.44
78.12
76.44
78.12
76.44
72.12
78.12
78.12
72
76.44
78.12
76.44
78.12
72.12
78.12
78
78.12
76.44
78.12
104.4
104.4
104.4
104.4
104.4
97.8
97.8
98.64
97.8
97.8
98.64
97.8
97.8
97.8
98.64
98.64
98.64
97.8
97.8
97.8
97.92
98.64
98.64
97.8
97.92
97.8
97.8
97.92
97.92
97.92
97.8
97.8
97.92
97.92
97.92
97.8
97.92
97.8
97.92
97.92
97.8
97.92
90
76.68
76.56
76.68
76.56
76.56
76.56
76.68
76.68
76.68
76.68
76.56
76.68
76.68
76.56
271.26
271.26
94.44
94.56
94.56
235.8
223.8
223.8
235.8
235.8
223.8
211.8
235.8
235.8
235.8
235.8
235.8
235.8
235.8
235.8
235.8
235.8
235.8
135.36
135.36
135.36
135.36
135.36
135.36
135.36
135.36
135.36
135.36
135.36
135.36
135.36
135.36
136.68
136.68
136.68
104.4
104.16
104.4
104.4
75.6
75.6
75.6
80.64
75.6
75.6
75.6
75.6
80.64
75.6
75.6
80.64
75.6
75.6
80.64
75.6
75.6
75.6
75.6
75.6
75.6
75.6
75.6
75.6
80.64
75.6
84.12
75.6
84.12
75.6
75.6
75.6
75.6
75.6
75.6
75.6
80.64
80.64
80.64
80.64
75.6
75.6
84.12
75.6
80.64
75.6
75.6
75.6
75.6
75.6
75.6
80.64
75.6
75.6
376.2
252
224.88
269.88
260.88
269.88
269.88
260.88
260.88
269.88
241.2
250.2
251.88
242.4
241.2
269.88
260.88
233.4
260.88
250.2
269.88
269.88
260.88
250.2
269.88
269.88
269.88
269.88
250.2
250.2
260.88
260.88
269.88
260.88
260.88
260.88
260.88
260.88
269.88
260.88
251.88
260.88
269.88
241.2
250.2
269.88
269.88
260.88
269.88
269.88
269.88
269.88
260.88
269.88
260.88
269.88
250.2
250.2
269.88
250.2
269.88
260.88
250.2
250.2
269.88
260.88
269.88
269.88
260.88
260.88
250.2
269.88
269.88
269.88
269.88
269.88
260.88
269.88
269.88
260.88
269.88
269.88
269.88
260.88
250.2
250.2
260.88
269.88
260.88
269.88
269.88
269.88
260.88
269.88
250.2
269.88
260.88
269.88
