province_state,country_region,Bulanan,latitude,longitude,confirmed,deaths,recovered,active
Pahang,Malaysia,2021-12-31,3.8126,103.3256,2837704,22948,,
Perak,Malaysia,2021-12-31,4.5921,101.0901,3915757,41141,,
Perlis,Malaysia,2021-12-31,6.4449,100.2048,212127,4059,,
Pulau Pinang,Malaysia,2021-12-31,5.4141,100.3288,4884992,52710,,
Sabah,Malaysia,2021-12-31,5.9788,116.0753,7366984,85143,,
Sarawak,Malaysia,2021-12-31,1.5533,110.3592,7805192,49835,,
Selangor,Malaysia,2021-12-31,3.0738,101.5183,23952423,306108,,
Terengganu,Malaysia,2021-12-31,5.3117,103.1324,2471510,20419,,
Unknown,Malaysia,2021-12-31,,,0,0,,
W.P. Kuala Lumpur,Malaysia,2021-12-31,3.139,101.6869,6429241,81956,,
W.P. Labuan,Malaysia,2021-12-31,5.2831,115.2308,331669,4667,,
W.P. Putrajaya,Malaysia,2021-12-31,2.9264,101.6964,279204,663,,
,Philippines,2021-12-31,12.879721,121.77401699999999,87949826,1561174,,
,Singapore,2021-12-31,1.2833,103.8333,8498438,24676,,
,Thailand,2021-12-31,15.870032,100.992541,67556659,659927,,
,Vietnam,2021-12-31,14.058323999999999,108.277199,46093514,894433,,
,Brunei,2022-08-31,4.5353,114.7277,6674429,6975,,
,Burma,2022-08-31,21.9162,95.956,19048576,602504,,
,Cambodia,2022-08-31,11.55,104.9167,4255261,94736,,
Anhui,China,2022-08-31,31.8257,117.2264,46644,186,,
Beijing,China,2022-08-31,40.1824,116.4142,120179,279,,
Chongqing,China,2022-08-31,30.0572,107.874,26449,186,,
Fujian,China,2022-08-31,26.0789,117.9874,121009,31,,
Gansu,China,2022-08-31,35.7518,104.2861,41445,62,,
Guangdong,China,2022-08-31,23.3417,113.4244,266519,248,,
Guangxi,China,2022-08-31,23.8298,108.7881,69525,62,,
Guizhou,China,2022-08-31,26.8154,106.8748,5899,62,,
Hainan,China,2022-08-31,19.1959,109.7453,151130,186,,
Hebei,China,2022-08-31,37.8957,114.9042,62295,217,,
Heilongjiang,China,2022-08-31,47.862,127.7615,93670,403,,
Henan,China,2022-08-31,33.882,113.614,100516,682,,
Hong Kong,China,2022-08-31,22.3,114.2,44509044,297218,,
Hubei,China,2022-08-31,30.9756,112.2707,2120825,139872,,
Hunan,China,2022-08-31,27.6104,111.7088,44011,124,,
Inner Mongolia,China,2022-08-31,44.0935,113.9448,71554,31,,
Jiangsu,China,2022-08-31,32.9711,119.455,72459,0,,
Jiangxi,China,2022-08-31,27.614,115.7221,45174,31,,
Jilin,China,2022-08-31,43.6661,126.1923,1249425,155,,
Liaoning,China,2022-08-31,41.2956,122.6085,54700,62,,
Macau,China,2022-08-31,22.1667,113.55,24554,186,,
Ningxia,China,2022-08-31,37.2692,106.1655,3782,0,,
Qinghai,China,2022-08-31,35.7452,95.9956,5006,0,,
Shaanxi,China,2022-08-31,35.1917,108.8701,108251,93,,
Shandong,China,2022-08-31,36.3427,118.1498,89790,217,,
Shanghai,China,2022-08-31,31.202,121.4491,1975623,18445,,
Shanxi,China,2022-08-31,37.5777,112.2922,13603,0,,
Sichuan,China,2022-08-31,30.6171,102.7103,89240,93,,
Tianjin,China,2022-08-31,39.3054,117.323,65697,93,,
Tibet,China,2022-08-31,31.6927,88.0924,7178,0,,
Unknown,China,2022-08-31,,,21443067,0,,
Xinjiang,China,2022-08-31,41.1129,85.2401,32404,93,,
Yunnan,China,2022-08-31,24.974,101.487,69578,62,,
Zhejiang,China,2022-08-31,29.1832,120.0934,102634,31,,
,Indonesia,2022-08-31,-0.7893,113.9213,194976634,4875611,,
,Laos,2022-08-31,19.85627,102.495496,6592549,23467,,
Johor,Malaysia,2022-08-31,1.4854,103.7618,12105526,142044,,
Kedah,Malaysia,2022-08-31,6.1184,100.3685,9494969,82970,,
Kelantan,Malaysia,2022-08-31,6.1254,102.2381,7775097,44055,,
Melaka,Malaysia,2022-08-31,2.1896,102.2501,4073297,36200,,
Negeri Sembilan,Malaysia,2022-08-31,2.7258,101.9424,6720958,46415,,
Pahang,Malaysia,2022-08-31,3.8126,103.3256,5429405,30837,,
Perak,Malaysia,2022-08-31,4.5921,101.0901,6798426,61788,,
Perlis,Malaysia,2022-08-31,6.4449,100.2048,560166,5854,,
Pulau Pinang,Malaysia,2022-08-31,5.4141,100.3288,9089814,62451,,
Sabah,Malaysia,2022-08-31,5.9788,116.0753,11967338,97430,,
Sarawak,Malaysia,2022-08-31,1.5533,110.3592,9650155,54271,,
Selangor,Malaysia,2022-08-31,3.0738,101.5183,44858100,334350,,
Terengganu,Malaysia,2022-08-31,5.3117,103.1324,3970421,27163,,
Unknown,Malaysia,2022-08-31,,,0,0,,
W.P. Kuala Lumpur,Malaysia,2022-08-31,3.139,101.6869,12929927,87638,,
W.P. Labuan,Malaysia,2022-08-31,5.2831,115.2308,683121,4811,,
W.P. Putrajaya,Malaysia,2022-08-31,2.9264,101.6964,792500,944,,
,Philippines,2022-08-31,12.879721,121.774017,118890751,1896347,,
,Singapore,2022-08-31,1.2833,103.8333,55587647,48416,,
,Thailand,2022-08-31,15.870032,100.992541,143381951,988898,,
,Vietnam,2022-08-31,14.058324,108.277199,350560617,1336152,,
,Brunei,2022-11-30,4.5353,114.7277,7415209,6750,,
,Burma,2022-11-30,21.9162,95.956,18981668,584588,,
,Cambodia,2022-11-30,11.55,104.9167,4140605,91680,,
Anhui,China,2022-11-30,31.8257,117.2264,46858,180,,
Beijing,China,2022-11-30,40.1824,116.4142,207350,312,,
Chongqing,China,2022-11-30,30.0572,107.874,93369,183,,
Fujian,China,2022-11-30,26.0789,117.9874,166319,30,,
Gansu,China,2022-11-30,35.7518,104.2861,43785,60,,
Guangdong,China,2022-11-30,23.3417,113.4244,645164,240,,
Guangxi,China,2022-11-30,23.8298,108.7881,70741,60,,
Guizhou,China,2022-11-30,26.8154,106.8748,31752,60,,
Hainan,China,2022-11-30,19.1959,109.7453,270256,180,,
Hebei,China,2022-11-30,37.8957,114.9042,63676,210,,
Heilongjiang,China,2022-11-30,47.862,127.7615,112696,390,,
Henan,China,2022-11-30,33.882,113.614,156131,670,,
Hong Kong,China,2022-11-30,22.3,114.2,60297117,316833,,
Hubei,China,2022-11-30,30.9756,112.2707,2054362,135360,,
Hunan,China,2022-11-30,27.6104,111.7088,56036,120,,
Inner Mongolia,China,2022-11-30,44.0935,113.9448,186100,30,,
Jiangsu,China,2022-11-30,32.9711,119.455,89284,0,,
Jiangxi,China,2022-11-30,27.614,115.7221,45284,30,,
Jilin,China,2022-11-30,43.6661,126.1923,1210302,150,,
Liaoning,China,2022-11-30,41.2956,122.6085,64549,60,,
Macau,China,2022-11-30,22.1667,113.55,23877,180,,
Ningxia,China,2022-11-30,37.2692,106.1655,6763,0,,
Qinghai,China,2022-11-30,35.7452,95.9956,10131,0,,
Shaanxi,China,2022-11-30,35.1917,108.8701,134641,90,,
Shandong,China,2022-11-30,36.3427,118.1498,102143,210,,
Shanghai,China,2022-11-30,31.202,121.4491,1931528,17850,,
Shanxi,China,2022-11-30,37.5777,112.2922,66514,0,,
Sichuan,China,2022-11-30,30.6171,102.7103,220802,100,,
Tianjin,China,2022-11-30,39.3054,117.323,76180,90,,
Tibet,China,2022-11-30,31.6927,88.0924,44450,0,,
Unknown,China,2022-11-30,,,28349698,0,,
Xinjiang,China,2022-11-30,41.1129,85.2401,66240,90,,
Yunnan,China,2022-11-30,24.974,101.487,93375,60,,
Zhejiang,China,2022-11-30,29.1832,120.0934,112828,30,,
,Indonesia,2022-11-30,-0.7893,113.9213,197397598,4776633,,
,Laos,2022-11-30,19.85627,102.495496,6493047,22740,,
Johor,Malaysia,2022-11-30,1.4854,103.7618,11887396,139850,,
Kedah,Malaysia,2022-11-30,6.1184,100.3685,9413871,80880,,
Kelantan,Malaysia,2022-11-30,6.1254,102.2381,7708452,42666,,
Melaka,Malaysia,2022-11-30,2.1896,102.2501,4186907,35663,,
Negeri Sembilan,Malaysia,2022-11-30,2.7258,101.9424,6833103,45609,,
Pahang,Malaysia,2022-11-30,3.8126,103.3256,5399868,30506,,
Perak,Malaysia,2022-11-30,4.5921,101.0901,7058997,61957,,
Perlis,Malaysia,2022-11-30,6.4449,100.2048,560934,5783,,
Pulau Pinang,Malaysia,2022-11-30,5.4141,100.3288,9083780,61235,,
Sabah,Malaysia,2022-11-30,5.9788,116.0753,12063541,95420,,
Sarawak,Malaysia,2022-11-30,1.5533,110.3592,9568299,53133,,
Selangor,Malaysia,2022-11-30,3.0738,101.5183,45558034,326943,,
Terengganu,Malaysia,2022-11-30,5.3117,103.1324,3933368,26589,,
Unknown,Malaysia,2022-11-30,,,0,0,,
W.P. Kuala Lumpur,Malaysia,2022-11-30,3.139,101.6869,13786172,85208,,
W.P. Labuan,Malaysia,2022-11-30,5.2831,115.2308,674797,4710,,
W.P. Putrajaya,Malaysia,2022-11-30,2.9264,101.6964,898512,900,,
,Philippines,2022-11-30,12.879721,121.774017,120614364,1932217,,
,Singapore,2022-11-30,1.2833,103.8333,64290417,50858,,
,Thailand,2022-11-30,15.870032,100.992541,140962586,991461,,
,Vietnam,2022-11-30,14.058324,108.277199,345292721,1295028,,
,Brunei,2021-06-30,4.5353,114.7277,7522,90,7165,267
,Burma,2021-06-30,21.9162,95.956,4429479,97649,4006408,325422
,Cambodia,2021-06-30,11.55,104.9167,1204307,11411,1017283,175613
Anhui,China,2021-06-30,31.8257,117.2264,30128,180,29936,12
Beijing,China,2021-06-30,40.1824,116.4142,32120,270,31473,377
Chongqing,China,2021-06-30,30.0572,107.874,17940,180,17655,105
Fujian,China,2021-06-30,26.0789,117.9874,19395,30,18140,1225
Gansu,China,2021-06-30,35.7518,104.2861,5827,60,5760,7
Guangdong,China,2021-06-30,23.3417,113.4244,79181,240,73678,5263
Guangxi,China,2021-06-30,23.8298,108.7881,8250,60,8129,61
Guizhou,China,2021-06-30,26.8154,106.8748,4410,60,4350,0
Hainan,China,2021-06-30,19.1959,109.7453,5640,180,5430,30
Hebei,China,2021-06-30,37.8957,114.9042,39510,210,39300,0
Heilongjiang,China,2021-06-30,47.862,127.7615,48360,390,47965,5
Henan,China,2021-06-30,33.882,113.614,39486,660,38721,105
Hong Kong,China,2021-06-30,22.3,114.2,356475,6303,348073,2099
Hubei,China,2021-06-30,30.9756,112.2707,2044789,135360,1909408,21
Hunan,China,2021-06-30,27.6104,111.7088,31559,120,31351,88
Inner Mongolia,China,2021-06-30,44.0935,113.9448,11750,30,11580,140
Jiangsu,China,2021-06-30,32.9711,119.455,22074,0,21699,375
Jiangxi,China,2021-06-30,27.614,115.7221,28110,30,28080,0
Jilin,China,2021-06-30,43.6661,126.1923,17190,90,17100,0
Liaoning,China,2021-06-30,41.2956,122.6085,12783,60,12619,104
Macau,China,2021-06-30,22.1667,113.55,1568,0,1521,47
Ningxia,China,2021-06-30,37.2692,106.1655,2280,0,2250,30
Qinghai,China,2021-06-30,35.7452,95.9956,540,0,540,0
Shaanxi,China,2021-06-30,35.1917,108.8701,18650,90,18137,423
Shandong,China,2021-06-30,36.3427,118.1498,26490,210,26246,34
Shanghai,China,2021-06-30,31.202,121.4491,64898,210,62696,1992
Shanxi,China,2021-06-30,37.5777,112.2922,7590,0,7533,57
Sichuan,China,2021-06-30,30.6171,102.7103,31800,90,30660,1050
Tianjin,China,2021-06-30,39.3054,117.323,11924,90,11566,268
Tibet,China,2021-06-30,31.6927,88.0924,30,0,30,0
Unknown,China,2021-06-30,,,0,0,349,-349
Xinjiang,China,2021-06-30,41.1129,85.2401,29400,90,29310,0
Yunnan,China,2021-06-30,24.974,101.487,11421,60,10418,943
Zhejiang,China,2021-06-30,29.1832,120.0934,41257,30,40042,1185
,Indonesia,2021-06-30,-0.7893,113.9213,58774875,1616313,53049090,4005121
,Laos,2021-06-30,19.85627,102.495496,60701,90,55719,4892
,Malaysia,2021-06-30,4.2104839999999992,101.975766,20083427,122330,17813901,2147196
,Philippines,2021-06-30,12.879721,121.774017,39834261,689890,37463324,1681047
,Singapore,2021-06-30,1.2833,103.8333,1870464,1028,1857432,12004
,Thailand,2021-06-30,15.870032,100.992541,6185040,45747,806190,5333103
,Vietnam,2021-06-30,14.058324,108.277199,353821,1872,139166,212783
,Brunei,2020-10-31,4.5353,114.7277,4554,93,4428,33
,Burma,2020-10-31,21.9162,95.956,1037537,24729,489009,523799
,Cambodia,2020-10-31,11.55,104.9167,8809,0,8655,154
Anhui,China,2020-10-31,31.8257,117.2264,30721,186,30535,0
Beijing,China,2020-10-31,40.1824,116.4142,29078,279,28743,56
Chongqing,China,2020-10-31,30.0572,107.874,18185,186,17930,69
Fujian,China,2020-10-31,26.0789,117.9874,13035,31,12527,477
Gansu,China,2020-10-31,35.7518,104.2861,5277,62,5208,7
Guangdong,China,2020-10-31,23.3417,113.4244,58213,248,56972,993
Guangxi,China,2020-10-31,23.8298,108.7881,8058,62,7958,38
Guizhou,China,2020-10-31,26.8154,106.8748,4557,62,4495,0
Hainan,China,2020-10-31,19.1959,109.7453,5301,186,5115,0
Hebei,China,2020-10-31,37.8957,114.9042,11401,186,11108,107
Heilongjiang,China,2020-10-31,47.862,127.7615,29394,403,28985,6
Henan,China,2020-10-31,33.882,113.614,39740,682,38934,124
Hong Kong,China,2020-10-31,22.3,114.2,161825,3255,153785,4785
Hubei,China,2020-10-31,30.9756,112.2707,2112309,139872,1972437,0
Hunan,China,2020-10-31,27.6104,111.7088,31591,124,31465,2
Inner Mongolia,China,2020-10-31,44.0935,113.9448,8490,31,8188,271
Jiangsu,China,2020-10-31,32.9711,119.455,20729,0,20606,123
Jiangxi,China,2020-10-31,27.614,115.7221,28985,31,28954,0
Jilin,China,2020-10-31,43.6661,126.1923,4867,62,4805,0
Liaoning,China,2020-10-31,41.2956,122.6085,8625,62,8371,192
Macau,China,2020-10-31,22.1667,113.55,1426,0,1426,0
Ningxia,China,2020-10-31,37.2692,106.1655,2325,0,2325,0
Qinghai,China,2020-10-31,35.7452,95.9956,558,0,558,0
Shaanxi,China,2020-10-31,35.1917,108.8701,13433,93,12535,805
Shandong,China,2020-10-31,36.3427,118.1498,26059,217,25603,239
Shanghai,China,2020-10-31,31.202,121.4491,33589,217,31121,2251
Shanxi,China,2020-10-31,37.5777,112.2922,6457,0,6326,131
Sichuan,China,2020-10-31,30.6171,102.7103,22430,93,21254,1083
Tianjin,China,2020-10-31,39.3054,117.323,7794,93,7441,260
Tibet,China,2020-10-31,31.6927,88.0924,31,0,31,0
Xinjiang,China,2020-10-31,41.1129,85.2401,28179,93,27869,217
Yunnan,China,2020-10-31,24.974,101.487,6542,62,6259,221
Zhejiang,China,2020-10-31,29.1832,120.0934,39773,31,39544,198
,Indonesia,2020-10-31,-0.7893,113.9213,10928941,383309,8585756,1959876
,Laos,2020-10-31,19.85627,102.495496,724,0,682,42
,Malaysia,2020-10-31,4.2104839999999992,101.975766,621112,5691,423528,191893
,Philippines,2020-10-31,12.879721,121.774017,10848463,200958,9226754,1420751
,Singapore,2020-10-31,1.2833,103.8333,1794938,857,1790330,3751
,Thailand,2020-10-31,15.870032,100.992541,114046,1829,107900,4317
,Vietnam,2020-10-31,14.058324,108.277199,35048,1085,32150,1813
,Brunei,2020-08-31,4.5353,114.7277,4416,93,4293,30
,Burma,2020-08-31,21.9162,95.956,13862,186,10109,3567
,Cambodia,2020-08-31,11.55,104.9167,8173,0,7347,826
Anhui,China,2020-08-31,31.8257,117.2264,30721,186,30535,0
Beijing,China,2020-08-31,40.1824,116.4142,28977,279,28595,103
Chongqing,China,2020-08-31,30.0572,107.874,18073,186,17887,0
Fujian,China,2020-08-31,26.0789,117.9874,11503,31,11300,172
Gansu,China,2020-08-31,35.7518,104.2861,5221,62,5149,10
Guangdong,China,2020-08-31,23.3417,113.4244,53105,248,52279,578
Guangxi,China,2020-08-31,23.8298,108.7881,7905,62,7843,0
Guizhou,China,2020-08-31,26.8154,106.8748,4557,62,4495,0
Hainan,China,2020-08-31,19.1959,109.7453,5301,186,5115,0
Hebei,China,2020-08-31,37.8957,114.9042,10967,186,10636,145
Heilongjiang,China,2020-08-31,47.862,127.7615,19908,273,19616,19
Henan,China,2020-08-31,33.882,113.614,26796,462,26334,0
Hong Kong,China,2020-08-31,22.3,114.2,134221,2010,104364,27847
Hubei,China,2020-08-31,30.9756,112.2707,2112303,139872,1972365,66
Hunan,China,2020-08-31,27.6104,111.7088,31589,124,31465,0
Inner Mongolia,China,2020-08-31,44.0935,113.9448,8038,31,7855,152
Jiangsu,China,2020-08-31,32.9711,119.455,20514,0,20318,196
Jiangxi,China,2020-08-31,27.614,115.7221,28931,31,28877,23
Jilin,China,2020-08-31,43.6661,126.1923,4867,62,4786,19
Liaoning,China,2020-08-31,41.2956,122.6085,8053,62,6689,1302
Macau,China,2020-08-31,22.1667,113.55,1426,0,1426,0
Ningxia,China,2020-08-31,37.2692,106.1655,2325,0,2325,0
Qinghai,China,2020-08-31,35.7452,95.9956,558,0,558,0
Shaanxi,China,2020-08-31,35.1917,108.8701,10797,93,10305,399
Shandong,China,2020-08-31,36.3427,118.1498,25420,217,24598,605
Shanghai,China,2020-08-31,31.202,121.4491,18067,147,16443,1477
Shanxi,China,2020-08-31,37.5777,112.2922,6242,0,6231,11
Sichuan,China,2020-08-31,30.6171,102.7103,19401,93,18837,471
Tianjin,China,2020-08-31,39.3054,117.323,6555,93,6261,201
Tibet,China,2020-08-31,31.6927,88.0924,31,0,31,0
Xinjiang,China,2020-08-31,41.1129,85.2401,26669,93,15197,11379
Yunnan,China,2020-08-31,24.974,101.487,4109,42,3972,95
Zhejiang,China,2020-08-31,29.1832,120.0934,39515,31,39308,176
,Indonesia,2020-08-31,-0.7893,113.9213,4336124,192605,2937415,1206104
,Laos,2020-08-31,19.85627,102.495496,656,0,607,49
,Malaysia,2020-08-31,4.210484,101.975766,9219,125,8902,192
,Philippines,2020-08-31,12.879721,121.774017,4980560,82571,3060066,1837923
,Singapore,2020-08-31,1.2833,103.8333,1719511,837,1599512,119162
,Thailand,2020-08-31,15.870032,100.992541,104493,1798,98935,3760
,Vietnam,2020-08-31,14.058324,108.277199,28091,637,15414,12040
Gansu,China,2020-05-31,35.7518,104.2861,1946,28,1918,0
Hebei,China,2020-05-31,37.8957,114.9042,4592,84,4508,0
Heilongjiang,China,2020-05-31,47.862,127.7615,14171,195,13054,922
Henan,China,2020-05-31,33.882,113.614,19140,330,18810,0
Shanghai,China,2020-05-31,31.202,121.4491,9948,105,9557,286
Yunnan,China,2020-05-31,24.974,101.487,2775,30,2738,7
,Brunei,2022-06-30,4.5353,114.7277,4660798,6734,,
,Burma,2022-06-30,21.9162,95.956,18404068,583020,,
,Cambodia,2022-06-30,11.55,104.9167,4087887,91680,,
Anhui,China,2022-06-30,31.8257,117.2264,31961,180,,
Beijing,China,2022-06-30,40.1824,116.4142,107169,270,,
Chongqing,China,2022-06-30,30.0572,107.874,21609,180,,
Fujian,China,2022-06-30,26.0789,117.9874,100615,30,,
Gansu,China,2022-06-30,35.7518,104.2861,20436,60,,
Guangdong,China,2022-06-30,23.3417,113.4244,220956,240,,
Guangxi,China,2022-06-30,23.8298,108.7881,49402,60,,
Guizhou,China,2022-06-30,26.8154,106.8748,5550,60,,
Hainan,China,2022-06-30,19.1959,109.7453,8640,180,,
Hebei,China,2022-06-30,37.8957,114.9042,60182,210,,
Heilongjiang,China,2022-06-30,47.862,127.7615,89582,390,,
Henan,China,2022-06-30,33.882,113.614,95489,660,,
Hong Kong,China,2022-06-30,22.3,114.2,36750925,281757,,
Hubei,China,2022-06-30,30.9756,112.2707,2052004,135360,,
Hunan,China,2022-06-30,27.6104,111.7088,41912,120,,
Inner Mongolia,China,2022-06-30,44.0935,113.9448,59718,30,,
Jiangsu,China,2022-06-30,32.9711,119.455,67163,0,,
Jiangxi,China,2022-06-30,27.614,115.7221,41525,30,,
Jilin,China,2022-06-30,43.6661,126.1923,1208790,150,,
Liaoning,China,2022-06-30,41.2956,122.6085,51146,60,,
Macau,China,2022-06-30,22.1667,113.55,3211,0,,
Ningxia,China,2022-06-30,37.2692,106.1655,3660,0,,
Qinghai,China,2022-06-30,35.7452,95.9956,4410,0,,
Shaanxi,China,2022-06-30,35.1917,108.8701,99101,90,,
Shandong,China,2022-06-30,36.3427,118.1498,82272,210,,
Shanghai,China,2022-06-30,31.202,121.4491,1894266,17850,,
Shanxi,China,2022-06-30,37.5777,112.2922,12675,0,,
Sichuan,China,2022-06-30,30.6171,102.7103,70787,90,,
Tianjin,China,2022-06-30,39.3054,117.323,59633,90,,
Tibet,China,2022-06-30,31.6927,88.0924,30,0,,
Unknown,China,2022-06-30,,,19846252,600,,
Xinjiang,China,2022-06-30,41.1129,85.2401,30240,90,,
Yunnan,China,2022-06-30,24.974,101.487,64832,60,,
Zhejiang,China,2022-06-30,29.1832,120.0934,94364,30,,
,Indonesia,2022-06-30,-0.7893,113.9213,181976124,4699702,,
,Laos,2022-06-30,19.85627,102.495496,6305012,22701,,
Johor,Malaysia,2022-06-30,1.4854,103.7618,11554241,135966,,
Kedah,Malaysia,2022-06-30,6.1184,100.3685,9031139,79487,,
Kelantan,Malaysia,2022-06-30,6.1254,102.2381,7442893,42595,,
Melaka,Malaysia,2022-06-30,2.1896,102.2501,3754734,33855,,
Negeri Sembilan,Malaysia,2022-06-30,2.7258,101.9424,6187307,44337,,
Pahang,Malaysia,2022-06-30,3.8126,103.3256,5160384,29292,,
Perak,Malaysia,2022-06-30,4.5921,101.0901,6160508,57849,,
Perlis,Malaysia,2022-06-30,6.4449,100.2048,525055,5627,,
Pulau Pinang,Malaysia,2022-06-30,5.4141,100.3288,8497321,59828,,
Sabah,Malaysia,2022-06-30,5.9788,116.0753,11196912,93819,,
Sarawak,Malaysia,2022-06-30,1.5533,110.3592,9216639,52118,,
Selangor,Malaysia,2022-06-30,3.0738,101.5183,41342554,320215,,
Terengganu,Malaysia,2022-06-30,5.3117,103.1324,3792210,26034,,
Unknown,Malaysia,2022-06-30,,,0,0,,
W.P. Kuala Lumpur,Malaysia,2022-06-30,3.139,101.6869,10904239,84672,,
W.P. Labuan,Malaysia,2022-06-30,5.2831,115.2308,643274,4650,,
W.P. Putrajaya,Malaysia,2022-06-30,2.9264,101.6964,636016,1320,,
,Philippines,2022-06-30,12.879721,121.774017,110867498,1814330,,
,Singapore,2022-06-30,1.2833,103.8333,40835061,42017,,
,Thailand,2022-06-30,15.870032,100.992541,134780722,912089,,
,Vietnam,2022-06-30,14.058324,108.277199,322032029,1292483,,
,Brunei,2020-09-30,4.5353,114.7277,4355,90,4210,55
,Burma,2020-09-30,21.9162,95.956,150402,2523,39272,108607
,Cambodia,2020-09-30,11.55,104.9167,8247,0,8202,45
Anhui,China,2020-09-30,31.8257,117.2264,29730,180,29550,0
Beijing,China,2020-09-30,40.1824,116.4142,28057,270,27780,7
Chongqing,China,2020-09-30,30.0572,107.874,17515,180,17320,15
Fujian,China,2020-09-30,26.0789,117.9874,11780,30,11338,412
Gansu,China,2020-09-30,35.7518,104.2861,5096,60,5031,5
Guangdong,China,2020-09-30,23.3417,113.4244,53618,240,52753,625
Guangxi,China,2020-09-30,23.8298,108.7881,7733,60,7601,72
Guizhou,China,2020-09-30,26.8154,106.8748,4410,60,4350,0
Hainan,China,2020-09-30,19.1959,109.7453,5130,180,4950,0
Hebei,China,2020-09-30,37.8957,114.9042,10950,180,10654,116
Heilongjiang,China,2020-09-30,47.862,127.7615,28440,390,28050,0
Henan,China,2020-09-30,33.882,113.614,38337,660,37620,57
Hong Kong,China,2020-09-30,22.3,114.2,149065,3015,139166,6884
Hubei,China,2020-09-30,30.9756,112.2707,2044170,135360,1908810,0
Hunan,China,2020-09-30,27.6104,111.7088,30570,120,30450,0
Inner Mongolia,China,2020-09-30,44.0935,113.9448,7864,30,7769,65
Jiangsu,China,2020-09-30,32.9711,119.455,19958,0,19878,80
Jiangxi,China,2020-09-30,27.614,115.7221,28050,30,28020,0
Jilin,China,2020-09-30,43.6661,126.1923,4710,60,4650,0
Liaoning,China,2020-09-30,41.2956,122.6085,7959,60,7836,63
Macau,China,2020-09-30,22.1667,113.55,1380,0,1380,0
Ningxia,China,2020-09-30,37.2692,106.1655,2250,0,2250,0
Qinghai,China,2020-09-30,35.7452,95.9956,540,0,540,0
Shaanxi,China,2020-09-30,35.1917,108.8701,11672,90,11054,528
Shandong,China,2020-09-30,36.3427,118.1498,24939,210,24435,294
Shanghai,China,2020-09-30,31.202,121.4491,28621,210,27022,1389
Shanxi,China,2020-09-30,37.5777,112.2922,6094,0,6061,33
Sichuan,China,2020-09-30,30.6171,102.7103,20112,90,19420,602
Tianjin,China,2020-09-30,39.3054,117.323,7060,90,6707,263
Tibet,China,2020-09-30,31.6927,88.0924,30,0,30,0
Xinjiang,China,2020-09-30,41.1129,85.2401,27060,90,26885,85
Yunnan,China,2020-09-30,24.974,101.487,6140,60,5830,250
Zhejiang,China,2020-09-30,29.1832,120.0934,38411,30,38104,277
,Indonesia,2020-09-30,-0.7893,113.9213,6879525,272524,4981726,1625275
,Laos,2020-09-30,19.85627,102.495496,680,0,647,33
,Malaysia,2020-09-30,4.2104839999999992,101.975766,291178,3761,271026,16391
,Philippines,2020-09-30,12.879721,121.774017,8070661,136916,6186401,1747344
,Singapore,2020-09-30,1.2833,103.8333,1721643,810,1705046,15787
,Thailand,2020-09-30,15.870032,100.992541,104601,1752,99704,3145
,Vietnam,2020-09-30,14.058324,108.277199,31897,1048,27319,3530
Anhui,China,2020-07-31,31.8257,117.2264,30721,186,30535,0
Beijing,China,2020-07-31,40.1824,116.4142,28802,279,23011,5512
Chongqing,China,2020-07-31,30.0572,107.874,18060,186,17839,35
Fujian,China,2020-07-31,26.0789,117.9874,11276,31,11184,61
Gansu,China,2020-07-31,35.7518,104.2861,5168,62,5018,88
Guangdong,China,2020-07-31,23.3417,113.4244,51311,248,50746,317
Guangxi,China,2020-07-31,23.8298,108.7881,7884,62,7822,0
Guizhou,China,2020-07-31,26.8154,106.8748,4557,62,4495,0
Hainan,China,2020-07-31,19.1959,109.7453,5301,186,5115,0
Hebei,China,2020-07-31,37.8957,114.9042,10819,186,10532,101
Heilongjiang,China,2020-07-31,47.862,127.7615,8523,117,8406,0
Henan,China,2020-07-31,33.882,113.614,6380,110,6270,0
Hong Kong,China,2020-07-31,22.3,114.2,57318,371,40196,16751
Hubei,China,2020-07-31,30.9756,112.2707,2112185,139872,1972313,0
Hunan,China,2020-07-31,27.6104,111.7088,31589,124,31465,0
Inner Mongolia,China,2020-07-31,44.0935,113.9448,7697,31,7408,258
Jiangsu,China,2020-07-31,32.9711,119.455,20284,0,20274,10
Jiangxi,China,2020-07-31,27.614,115.7221,28892,31,28861,0
Jilin,China,2020-07-31,43.6661,126.1923,4817,62,4743,12
Liaoning,China,2020-07-31,41.2956,122.6085,5408,62,4739,607
Macau,China,2020-07-31,22.1667,113.55,1426,0,1405,21
Ningxia,China,2020-07-31,37.2692,106.1655,2325,0,2325,0
Qinghai,China,2020-07-31,35.7452,95.9956,558,0,558,0
Shaanxi,China,2020-07-31,35.1917,108.8701,9970,93,9758,119
Shandong,China,2020-07-31,36.3427,118.1498,24629,217,24335,77
Shanghai,China,2020-07-31,31.202,121.4491,6530,63,6197,270
Shanxi,China,2020-07-31,37.5777,112.2922,6202,0,6167,35
Sichuan,China,2020-07-31,30.6171,102.7103,18593,93,18243,257
Tianjin,China,2020-07-31,39.3054,117.323,6259,93,6038,128
Tibet,China,2020-07-31,31.6927,88.0924,31,0,31,0
Xinjiang,China,2020-07-31,41.1129,85.2401,5043,93,2296,2654
Yunnan,China,2020-07-31,24.974,101.487,1685,18,1647,20
Zhejiang,China,2020-07-31,29.1832,120.0934,39360,31,39284,45
