province_state,country_region,Bulanan,latitude,longitude,confirmed,deaths,recovered,active
Shanghai,China,2021-08-31,31.201999999999998,121.4491,55798,161,,
Shanxi,China,2021-08-31,37.5777,112.2922,7912,0,1012,2
Sichuan,China,2021-08-31,30.6171,102.7103,36446,93,4444,171
Tianjin,China,2021-08-31,39.3054,117.323,13903,93,1600,99
Tibet,China,2021-08-31,31.6927,88.0924,31,0,4,0
Unknown,China,2021-08-31,,,0,0,0,0
Xinjiang,China,2021-08-31,41.1129,85.2401,30380,93,3908,0
Yunnan,China,2021-08-31,24.974,101.48700000000001,22979,46,,
Zhejiang,China,2021-08-31,29.1832,120.0934,43855,31,5508,76
,Indonesia,2021-08-31,-0.7893,113.9213,118769332,3638566,11433472,2106452
,Laos,2021-08-31,19.856270000000002,102.495496,272312,238,,
,Malaysia,2021-08-31,4.2104839999999992,101.97576600000001,34773101,315762,,
,Philippines,2021-08-31,12.879721,121.77401699999999,41756795,719626,,
,Singapore,2021-08-31,1.2833,103.8333,2053482,1419,252599,8289
,Thailand,2021-08-31,15.870032,100.992541,28523465,248619,107492,2444700
,Vietnam,2021-08-31,14.058323999999999,108.277199,7623650,173422,,
,Brunei,2022-07-31,4.5353,114.7277,5729183,6975,,
,Burma,2022-07-31,21.9162,95.956,19028695,602454,,
,Cambodia,2022-07-31,11.55,104.9167,4230481,94736,,
Anhui,China,2022-07-31,31.8257,117.2264,44242,186,,
Beijing,China,2022-07-31,40.1824,116.4142,115236,279,,
Chongqing,China,2022-07-31,30.0572,107.874,23618,186,,
Fujian,China,2022-07-31,26.0789,117.9874,110798,31,,
Gansu,China,2022-07-31,35.7518,104.2861,28338,62,,
Guangdong,China,2022-07-31,23.3417,113.4244,241215,248,,
Guangxi,China,2022-07-31,23.8298,108.7881,56674,62,,
Guizhou,China,2022-07-31,26.8154,106.8748,5751,62,,
Hainan,China,2022-07-31,19.1959,109.7453,9688,186,,
Hebei,China,2022-07-31,37.8957,114.9042,62217,217,,
Heilongjiang,China,2022-07-31,47.862,127.7615,92674,403,,
Henan,China,2022-07-31,33.882,113.614,99191,682,,
Hong Kong,China,2022-07-31,22.3,114.2,40117855,292652,,
Hubei,China,2022-07-31,30.9756,112.2707,2120547,139872,,
Hunan,China,2022-07-31,27.6104,111.7088,43583,124,,
Inner Mongolia,China,2022-07-31,44.0935,113.9448,66459,31,,
Jiangsu,China,2022-07-31,32.9711,119.455,71346,0,,
Jiangxi,China,2022-07-31,27.614,115.7221,43873,31,,
Jilin,China,2022-07-31,43.6661,126.1923,1249083,155,,
Liaoning,China,2022-07-31,41.2956,122.6085,53549,62,,
Macau,China,2022-07-31,22.1667,113.55,20495,125,,
Ningxia,China,2022-07-31,37.2692,106.1655,3782,0,,
Qinghai,China,2022-07-31,35.7452,95.9956,4579,0,,
Shaanxi,China,2022-07-31,35.1917,108.8701,104216,93,,
Shandong,China,2022-07-31,36.3427,118.1498,86999,217,,
Shanghai,China,2022-07-31,31.202,121.4491,1967016,18445,,
Shanxi,China,2022-07-31,37.5777,112.2922,13222,0,,
Sichuan,China,2022-07-31,30.6171,102.7103,76470,93,,
Tianjin,China,2022-07-31,39.3054,117.323,63524,93,,
Tibet,China,2022-07-31,31.6927,88.0924,31,0,,
Unknown,China,2022-07-31,,,20736686,0,,
Xinjiang,China,2022-07-31,41.1129,85.2401,31248,93,,
Yunnan,China,2022-07-31,24.974,101.487,67940,62,,
Zhejiang,China,2022-07-31,29.1832,120.0934,98625,31,,
,Indonesia,2022-07-31,-0.7893,113.9213,190280014,4862295,,
,Laos,2022-07-31,19.85627,102.495496,6528375,23467,,
Johor,Malaysia,2022-07-31,1.4854,103.7618,12006713,140971,,
Kedah,Malaysia,2022-07-31,6.1184,100.3685,9387745,82400,,
Kelantan,Malaysia,2022-07-31,6.1254,102.2381,7715388,44030,,
Melaka,Malaysia,2022-07-31,2.1896,102.2501,3954718,35463,,
Negeri Sembilan,Malaysia,2022-07-31,2.7258,101.9424,6527098,46005,,
Pahang,Malaysia,2022-07-31,3.8126,103.3256,5369988,30501,,
Perak,Malaysia,2022-07-31,4.5921,101.0901,6538665,60455,,
Perlis,Malaysia,2022-07-31,6.4449,100.2048,550041,5828,,
Pulau Pinang,Malaysia,2022-07-31,5.4141,100.3288,8920969,62179,,
Sabah,Malaysia,2022-07-31,5.9788,116.0753,11719113,97058,,
Sarawak,Malaysia,2022-07-31,1.5533,110.3592,9570909,54024,,
Selangor,Malaysia,2022-07-31,3.0738,101.5183,43645458,332409,,
Terengganu,Malaysia,2022-07-31,5.3117,103.1324,3936394,26988,,
Unknown,Malaysia,2022-07-31,,,0,0,,
W.P. Kuala Lumpur,Malaysia,2022-07-31,3.139,101.6869,12007208,87448,,
W.P. Labuan,Malaysia,2022-07-31,5.2831,115.2308,671500,4805,,
W.P. Putrajaya,Malaysia,2022-07-31,2.9264,101.6964,716464,1032,,
,Philippines,2022-07-31,12.879721,121.774017,115752247,1880119,,
,Singapore,2022-07-31,1.2833,103.8333,49165286,45033,,
,Thailand,2022-07-31,15.870032,100.992541,141347536,961200,,
,Vietnam,2022-07-31,14.058324,108.277199,333590941,1335801,,
,Brunei,2022-10-31,4.5353,114.7277,7219420,6975,,
,Burma,2022-10-31,21.9162,95.956,19473206,603595,,
,Cambodia,2022-10-31,11.55,104.9167,4276470,94736,,
Anhui,China,2022-10-31,31.8257,117.2264,47043,186,,
Beijing,China,2022-10-31,40.1824,116.4142,138278,279,,
Chongqing,China,2022-10-31,30.0572,107.874,37563,186,,
Fujian,China,2022-10-31,26.0789,117.9874,143389,31,,
Gansu,China,2022-10-31,35.7518,104.2861,41900,62,,
Guangdong,China,2022-10-31,23.3417,113.4244,337712,248,,
Guangxi,China,2022-10-31,23.8298,108.7881,72502,62,,
Guizhou,China,2022-10-31,26.8154,106.8748,29091,62,,
Hainan,China,2022-10-31,19.1959,109.7453,278192,186,,
Hebei,China,2022-10-31,37.8957,114.9042,63009,217,,
Heilongjiang,China,2022-10-31,47.862,127.7615,106692,403,,
Henan,China,2022-10-31,33.882,113.614,106180,682,,
Hong Kong,China,2022-10-31,22.3,114.2,57027408,318529,,
Hubei,China,2022-10-31,30.9756,112.2707,2121458,139872,,
Hunan,China,2022-10-31,27.6104,111.7088,48028,124,,
Inner Mongolia,China,2022-10-31,44.0935,113.9448,122587,31,,
Jiangsu,China,2022-10-31,32.9711,119.455,79164,0,,
Jiangxi,China,2022-10-31,27.614,115.7221,46345,31,,
Jilin,China,2022-10-31,43.6661,126.1923,1250199,155,,
Liaoning,China,2022-10-31,41.2956,122.6085,61357,62,,
Macau,China,2022-10-31,22.1667,113.55,24583,186,,
Ningxia,China,2022-10-31,37.2692,106.1655,6169,0,,
Qinghai,China,2022-10-31,35.7452,95.9956,7507,0,,
Shaanxi,China,2022-10-31,35.1917,108.8701,120816,93,,
Shandong,China,2022-10-31,36.3427,118.1498,97564,217,,
Shanghai,China,2022-10-31,31.202,121.4491,1991194,18445,,
Shanxi,China,2022-10-31,37.5777,112.2922,25786,0,,
Sichuan,China,2022-10-31,30.6171,102.7103,187784,93,,
Tianjin,China,2022-10-31,39.3054,117.323,75276,93,,
Tibet,China,2022-10-31,31.6927,88.0924,44606,0,,
Unknown,China,2022-10-31,,,23442177,0,,
Xinjiang,China,2022-10-31,41.1129,85.2401,46523,93,,
Yunnan,China,2022-10-31,24.974,101.487,80097,62,,
Zhejiang,China,2022-10-31,29.1832,120.0934,108546,31,,
,Indonesia,2022-10-31,-0.7893,113.9213,200234800,4908300,,
,Laos,2022-10-31,19.85627,102.495496,6698776,23498,,
Johor,Malaysia,2022-10-31,1.4854,103.7618,12231444,143737,,
Kedah,Malaysia,2022-10-31,6.1184,100.3685,9633860,83230,,
Kelantan,Malaysia,2022-10-31,6.1254,102.2381,7886749,44082,,
Melaka,Malaysia,2022-10-31,2.1896,102.2501,4222002,36768,,
Negeri Sembilan,Malaysia,2022-10-31,2.7258,101.9424,6930109,46844,,
Pahang,Malaysia,2022-10-31,3.8126,103.3256,5519346,31366,,
Perak,Malaysia,2022-10-31,4.5921,101.0901,7130087,63373,,
Perlis,Malaysia,2022-10-31,6.4449,100.2048,574368,5952,,
Pulau Pinang,Malaysia,2022-10-31,5.4141,100.3288,9260630,62946,,
Sabah,Malaysia,2022-10-31,5.9788,116.0753,12303718,98135,,
Sarawak,Malaysia,2022-10-31,1.5533,110.3592,9814546,54791,,
Selangor,Malaysia,2022-10-31,3.0738,101.5183,46087522,336765,,
Terengganu,Malaysia,2022-10-31,5.3117,103.1324,4028449,27403,,
Unknown,Malaysia,2022-10-31,,,0,0,,
W.P. Kuala Lumpur,Malaysia,2022-10-31,3.139,101.6869,13761146,87894,,
W.P. Labuan,Malaysia,2022-10-31,5.2831,115.2308,691175,4867,,
W.P. Putrajaya,Malaysia,2022-10-31,2.9264,101.6964,864517,930,,
,Philippines,2022-10-31,12.879721,121.774017,123396091,1969051,,
,Singapore,2022-10-31,1.2833,103.8333,62292155,51048,,
,Thailand,2022-10-31,15.870032,100.992541,145416688,1018868,,
,Vietnam,2022-10-31,14.058324,108.277199,356255170,1337850,,
Anhui,China,2020-06-30,31.8257,117.2264,29730,180,29550,0
Beijing,China,2020-06-30,40.1824,116.4142,21811,270,17518,4023
Chongqing,China,2020-06-30,30.0572,107.874,17422,180,17190,52
Fujian,China,2020-06-30,26.0789,117.9874,10834,30,10695,109
Gansu,China,2020-06-30,35.7518,104.2861,4442,60,4137,245
Guangdong,China,2020-06-30,23.3417,113.4244,48619,240,48034,345
Guangxi,China,2020-06-30,23.8298,108.7881,7620,60,7560,0
Guizhou,China,2020-06-30,26.8154,106.8748,4410,60,4350,0
Hainan,China,2020-06-30,19.1959,109.7453,5114,180,4893,41
Hebei,China,2020-06-30,37.8957,114.9042,10111,180,9713,218
Heilongjiang,China,2020-06-30,47.861999999999995,127.7615,14203,195,14008,0
Henan,China,2020-06-30,33.882,113.61399999999999,19140,330,18810,0
Hong Kong,China,2020-06-30,22.3,114.2,34000,145,32034,1821
Hubei,China,2020-06-30,30.9756,112.2707,2044050,135360,1908681,9
Hunan,China,2020-06-30,27.6104,111.7088,30570,120,30450,0
Inner Mongolia,China,2020-06-30,44.0935,113.9448,7110,30,6867,213
Jiangsu,China,2020-06-30,32.9711,119.455,19599,0,19591,8
Jiangxi,China,2020-06-30,27.614,115.7221,27970,30,27940,0
Jilin,China,2020-06-30,43.6661,126.1923,4650,60,4564,26
Liaoning,China,2020-06-30,41.2956,122.6085,4548,60,4411,77
Macau,China,2020-06-30,22.1667,113.55,1356,0,1350,6
Ningxia,China,2020-06-30,37.2692,106.1655,2250,0,2250,0
Qinghai,China,2020-06-30,35.7452,95.9956,540,0,540,0
Shaanxi,China,2020-06-30,35.1917,108.8701,9420,90,9183,147
Shandong,China,2020-06-30,36.3427,118.1498,23760,210,23480,70
Shanghai,China,2020-06-30,31.201999999999998,121.4491,10356,105,10001,250
Shanxi,China,2020-06-30,37.5777,112.2922,5940,0,5940,0
Sichuan,China,2020-06-30,30.6171,102.7103,17565,90,16985,490
Tianjin,China,2020-06-30,39.3054,117.323,5870,90,5713,67
Tibet,China,2020-06-30,31.6927,88.0924,30,0,30,0
Xinjiang,China,2020-06-30,41.1129,85.2401,2280,90,2190,0
Yunnan,China,2020-06-30,24.974,101.48700000000001,2775,30,2745,0
Zhejiang,China,2020-06-30,29.1832,120.0934,38055,30,38010,15
,Brunei,2020-06-30,4.5353,114.7277,4230,75,4140,15
,Burma,2020-06-30,21.9162,95.956,8018,180,5413,2425
,Cambodia,2020-06-30,11.55,104.9167,3885,0,3772,113
,Indonesia,2020-06-30,-0.7893,113.9213,1211857,66560,461691,683606
,Laos,2020-06-30,19.85627,102.495496,133,0,129,4
,Malaysia,2020-06-30,4.2104839999999992,101.975766,58531,823,48936,8772
,Philippines,2020-06-30,12.879721,121.774017,169497,7294,37525,124678
,Singapore,2020-06-30,1.2833,103.8333,1210239,763,919554,289922
,Thailand,2020-06-30,15.870032,100.992541,93992,1739,90049,2204
,Vietnam,2020-06-30,14.058324,108.277199,2339,0,2208,131
,Brunei,2020-11-30,4.5353,114.7277,4455,90,4337,28
,Burma,2020-11-30,21.9162,95.956,2128623,47792,1586575,494256
,Cambodia,2020-11-30,11.55,104.9167,9085,0,8745,340
Anhui,China,2020-11-30,31.8257,117.2264,29751,180,29554,17
Beijing,China,2020-11-30,40.1824,116.4142,28421,270,27992,159
Chongqing,China,2020-11-30,30.0572,107.874,17683,180,17458,45
Fujian,China,2020-11-30,26.0789,117.9874,13933,30,12814,1089
Gansu,China,2020-11-30,35.7518,104.2861,5422,60,5277,85
Guangdong,China,2020-11-30,23.3417,113.4244,58952,240,57695,1017
Guangxi,China,2020-11-30,23.8298,108.7881,7836,60,7741,35
Guizhou,China,2020-11-30,26.8154,106.8748,4410,60,4350,0
Hainan,China,2020-11-30,19.1959,109.7453,5130,180,4950,0
Hebei,China,2020-11-30,37.8957,114.9042,11190,180,10882,128
Heilongjiang,China,2020-11-30,47.862,127.7615,28470,390,28070,10
Henan,China,2020-11-30,33.882,113.614,38618,660,37788,170
Hong Kong,China,2020-11-30,22.3,114.2,167377,3227,156225,7925
Hubei,China,2020-11-30,30.9756,112.2707,2044399,135360,1908840,199
Hunan,China,2020-11-30,27.6104,111.7088,30600,120,30459,21
Inner Mongolia,China,2020-11-30,44.0935,113.9448,9246,30,8515,701
Jiangsu,China,2020-11-30,32.9711,119.455,20301,0,20045,256
Jiangxi,China,2020-11-30,27.614,115.7221,28050,30,28020,0
Jilin,China,2020-11-30,43.6661,126.1923,4710,60,4650,0
Liaoning,China,2020-11-30,41.2956,122.6085,8610,60,8438,112
Macau,China,2020-11-30,22.1667,113.55,1380,0,1380,0
Ningxia,China,2020-11-30,37.2692,106.1655,2250,0,2250,0
Qinghai,China,2020-11-30,35.7452,95.9956,540,0,540,0
Shaanxi,China,2020-11-30,35.1917,108.8701,14480,90,13246,1144
Shandong,China,2020-11-30,36.3427,118.1498,25463,210,25198,55
Shanghai,China,2020-11-30,31.202,121.4491,38267,210,35672,2385
Shanxi,China,2020-11-30,37.5777,112.2922,6555,0,6403,152
Sichuan,China,2020-11-30,30.6171,102.7103,23547,90,22139,1318
Tianjin,China,2020-11-30,39.3054,117.323,8636,90,8095,451
Tibet,China,2020-11-30,31.6927,88.0924,30,0,30,0
Xinjiang,China,2020-11-30,41.1129,85.2401,29343,90,28441,812
Yunnan,China,2020-11-30,24.974,101.487,6474,60,6274,140
Zhejiang,China,2020-11-30,29.1832,120.0934,38732,30,38430,272
,Indonesia,2020-11-30,-0.7893,113.9213,14115752,459696,11847739,1808317
,Laos,2020-11-30,19.85627,102.495496,804,0,695,147
,Malaysia,2020-11-30,4.2104839999999992,101.975766,1451172,9343,1086286,355543
,Philippines,2020-11-30,12.879721,121.774017,12238336,235252,11112018,891066
,Singapore,2020-11-30,1.2833,103.8333,1743530,843,1740780,1907
,Thailand,2020-11-30,15.870032,100.992541,116515,1796,111486,3233
,Vietnam,2020-11-30,14.058324,108.277199,38113,1050,33476,3587
,Brunei,2021-02-28,4.5353,114.7277,5133,84,4921,128
,Burma,2021-02-28,21.9162,95.956,3962034,89126,3626440,246468
,Cambodia,2021-02-28,11.55,104.9167,15201,0,13016,2185
Anhui,China,2021-02-28,31.8257,117.2264,27832,168,27663,1
Beijing,China,2021-02-28,40.1824,116.4142,29278,252,28074,952
Chongqing,China,2021-02-28,30.0572,107.874,16548,168,16378,2
Fujian,China,2021-02-28,26.0789,117.9874,15323,28,15001,294
Gansu,China,2021-02-28,35.7518,104.2861,5236,56,5168,12
Guangdong,China,2021-02-28,23.3417,113.4244,60700,224,59149,1327
Guangxi,China,2021-02-28,23.8298,108.7881,7476,56,7406,14
Guizhou,China,2021-02-28,26.8154,106.8748,4116,56,4060,0
Hainan,China,2021-02-28,19.1959,109.7453,4788,168,4620,0
Hebei,China,2021-02-28,37.8957,114.9042,36858,196,32323,4339
Heilongjiang,China,2021-02-28,47.862,127.7615,45023,364,39854,4805
Henan,China,2021-02-28,33.882,113.614,36499,616,35862,21
Hong Kong,China,2021-02-28,22.3,114.2,301335,5385,283680,12270
Hubei,China,2021-02-28,30.9756,112.2707,1908212,126336,1781865,11
Hunan,China,2021-02-28,27.6104,111.7088,28948,112,28600,236
Inner Mongolia,China,2021-02-28,44.0935,113.9448,10264,28,10148,88
Jiangsu,China,2021-02-28,32.9711,119.455,19661,0,19351,310
Jiangxi,China,2021-02-28,27.614,115.7221,26180,28,26152,0
Jilin,China,2021-02-28,43.6661,126.1923,16011,84,12270,3657
Liaoning,China,2021-02-28,41.2956,122.6085,11310,56,11118,136
Macau,China,2021-02-28,22.1667,113.55,1340,0,1298,42
Ningxia,China,2021-02-28,37.2692,106.1655,2100,0,2100,0
Qinghai,China,2021-02-28,35.7452,95.9956,504,0,504,0
Shaanxi,China,2021-02-28,35.1917,108.8701,15268,84,14785,399
Shandong,China,2021-02-28,36.3427,118.1498,24280,196,24050,34
Shanghai,China,2021-02-28,31.202,121.4491,49269,196,46385,2688
Shanxi,China,2021-02-28,37.5777,112.2922,6699,0,6516,183
Sichuan,China,2021-02-28,30.6171,102.7103,24659,84,24217,358
Tianjin,China,2021-02-28,39.3054,117.323,9779,84,9267,428
Tibet,China,2021-02-28,31.6927,88.0924,28,0,28,0
Xinjiang,China,2021-02-28,41.1129,85.2401,27440,84,27356,0
Yunnan,China,2021-02-28,24.974,101.487,6472,56,6391,25
Zhejiang,China,2021-02-28,29.1832,120.0934,36935,28,36615,292
,Indonesia,2021-02-28,-0.7893,113.9213,34172220,929929,28633439,4608852
,Laos,2021-02-28,19.85627,102.495496,1258,0,1155,103
,Malaysia,2021-02-28,4.2104839999999992,101.975766,7379863,27141,6170137,1182585
,Philippines,2021-02-28,12.879721,121.774017,15404710,324542,14213785,866383
,Singapore,2021-02-28,1.2833,103.8333,1673891,812,1668610,4469
,Thailand,2021-02-28,15.870032,100.992541,680096,2270,586593,91233
,Vietnam,2021-02-28,14.058324,108.277199,61812,980,44686,16146
,Brunei,2022-01-31,4.5353,114.7277,492219,3038,,
,Burma,2022-01-31,21.9162,95.956,16526460,598250,,
,Cambodia,2022-01-31,11.55,104.9167,3745917,93459,,
Anhui,China,2022-01-31,31.8257,117.2264,31279,186,,
Beijing,China,2022-01-31,40.1824,116.4142,38801,279,,
Chongqing,China,2022-01-31,30.0572,107.874,18952,186,,
Fujian,China,2022-01-31,26.0789,117.9874,44344,31,,
Gansu,China,2022-01-31,35.7518,104.2861,11036,62,,
Guangdong,China,2022-01-31,23.3417,113.4244,112619,248,,
Guangxi,China,2022-01-31,23.8298,108.7881,21117,62,,
Guizhou,China,2022-01-31,26.8154,106.8748,4965,62,,
Hainan,China,2022-01-31,19.1959,109.7453,5890,186,,
Hebei,China,2022-01-31,37.8957,114.9042,45280,217,,
Heilongjiang,China,2022-01-31,47.861999999999995,127.7615,63222,403,,
Henan,China,2022-01-31,33.882,113.61399999999999,71247,682,,
Hong Kong,China,2022-01-31,22.3,114.2,402270,6603,,
Hubei,China,2022-01-31,30.9756,112.2707,2117909,139872,,
Hunan,China,2022-01-31,27.6104,111.7088,38076,124,,
Inner Mongolia,China,2022-01-31,44.0935,113.9448,36911,31,,
Jiangsu,China,2022-01-31,32.9711,119.455,50478,0,,
Jiangxi,China,2022-01-31,27.614,115.7221,29729,31,,
Jilin,China,2022-01-31,43.6661,126.1923,18292,93,,
Liaoning,China,2022-01-31,41.2956,122.6085,24974,62,,
Macau,China,2022-01-31,22.1667,113.55,2449,0,,
Ningxia,China,2022-01-31,37.2692,106.1655,3782,0,,
Qinghai,China,2022-01-31,35.7452,95.9956,930,0,,
Shaanxi,China,2022-01-31,35.1917,108.8701,85406,93,,
Shandong,China,2022-01-31,36.3427,118.1498,32805,217,,
Shanghai,China,2022-01-31,31.201999999999998,121.4491,108094,217,,
Shanxi,China,2022-01-31,37.5777,112.2922,8259,0,,
Sichuan,China,2022-01-31,30.6171,102.7103,41970,93,,
Tianjin,China,2022-01-31,39.3054,117.323,26220,93,,
Tibet,China,2022-01-31,31.6927,88.0924,31,0,,
Unknown,China,2022-01-31,,,105,0,,
Xinjiang,China,2022-01-31,41.1129,85.2401,30506,93,,
Yunnan,China,2022-01-31,24.974,101.48700000000001,57290,62,,
Zhejiang,China,2022-01-31,29.1832,120.0934,65113,31,,
,Indonesia,2022-01-31,-0.7893,113.9213,132752349,4469627,,
,Laos,2022-01-31,19.856270000000002,102.495496,3844859,14823,,
Johor,Malaysia,2022-01-31,1.4854,103.7618,7791039,120610,,
Kedah,Malaysia,2022-01-31,6.1184,100.3685,5343100,67494,,
Kelantan,Malaysia,2022-01-31,6.1254,102.2381,5386753,39206,,
Melaka,Malaysia,2022-01-31,2.1896,102.2501,2441225,29873,,
Negeri Sembilan,Malaysia,2022-01-31,2.7258,101.9424,3596990,41169,,
Pahang,Malaysia,2022-01-31,3.8126,103.3256,3055578,24499,,
Perak,Malaysia,2022-01-31,4.5921,101.0901,4066210,43997,,
Perlis,Malaysia,2022-01-31,6.4449,100.2048,229688,4254,,
Pulau Pinang,Malaysia,2022-01-31,5.4141,100.3288,5092005,54575,,
Sabah,Malaysia,2022-01-31,5.9788,116.0753,7569821,87063,,
Sarawak,Malaysia,2022-01-31,1.5533,110.3592,7830322,50207,,
Selangor,Malaysia,2022-01-31,3.0738,101.5183,24801767,310489,,
Terengganu,Malaysia,2022-01-31,5.3117,103.1324,2610619,22929,,
Unknown,Malaysia,2022-01-31,,,0,0,,
W.P. Kuala Lumpur,Malaysia,2022-01-31,3.139,101.6869,6669626,83421,,
W.P. Labuan,Malaysia,2022-01-31,5.2831,115.2308,339995,4681,,
W.P. Putrajaya,Malaysia,2022-01-31,2.9264,101.6964,303717,682,,
,Philippines,2022-01-31,12.879721,121.77401699999999,98979005,1636998,,
,Singapore,2022-01-31,1.2833,103.8333,9362272,26108,,
,Thailand,2022-01-31,15.870032,100.992541,72090528,679939,,
,Vietnam,2022-01-31,14.058323999999999,108.277199,62533152,1099514,,
,Brunei,2021-09-30,4.5353,114.7277,142404,726,,
,Burma,2021-09-30,21.9162,95.956,13127175,502280,,
,Cambodia,2021-09-30,11.55,104.9167,3062547,62686,,
Anhui,China,2021-09-30,31.8257,117.2264,30240,180,,
Beijing,China,2021-09-30,40.1824,116.4142,33578,270,,
Chongqing,China,2021-09-30,30.0572,107.874,18090,180,,
Fujian,China,2021-09-30,26.0789,117.9874,30850,30,,
Gansu,China,2021-09-30,35.7518,104.2861,5970,60,,
Guangdong,China,2021-09-30,23.3417,113.4244,93890,240,,
Guangxi,China,2021-09-30,23.8298,108.7881,8818,60,,
Guizhou,China,2021-09-30,26.8154,106.8748,4410,60,,
Hainan,China,2021-09-30,19.1959,109.7453,5700,180,,
Hebei,China,2021-09-30,37.8957,114.9042,39510,210,,
Heilongjiang,China,2021-09-30,47.861999999999995,127.7615,48948,390,,
Henan,China,2021-09-30,33.882,113.61399999999999,46088,660,,
Hong Kong,China,2021-09-30,22.3,114.2,364631,6378,,
Hubei,China,2021-09-30,30.9756,112.2707,2048817,135360,,
Hunan,China,2021-09-30,27.6104,111.7088,35435,120,,
Inner Mongolia,China,2021-09-30,44.0935,113.9448,12467,30,,
Jiangsu,China,2021-09-30,32.9711,119.455,47799,0,,
Jiangxi,China,2021-09-30,27.614,115.7221,28110,30,,
Jilin,China,2021-09-30,43.6661,126.1923,17220,90,,
Liaoning,China,2021-09-30,41.2956,122.6085,13489,60,,
Macau,China,2021-09-30,22.1667,113.55,1926,0,,
Ningxia,China,2021-09-30,37.2692,106.1655,2310,0,,
Qinghai,China,2021-09-30,35.7452,95.9956,540,0,,
Shaanxi,China,2021-09-30,35.1917,108.8701,20118,90,,
Shandong,China,2021-09-30,36.3427,118.1498,27856,210,,
Shanghai,China,2021-09-30,31.201999999999998,121.4491,76579,210,,
Shanxi,China,2021-09-30,37.5777,112.2922,7791,0,,
Sichuan,China,2021-09-30,30.6171,102.7103,36013,90,,
Tianjin,China,2021-09-30,39.3054,117.323,14425,90,,
Tibet,China,2021-09-30,31.6927,88.0924,30,0,,
Unknown,China,2021-09-30,,,0,0,,
Xinjiang,China,2021-09-30,41.1129,85.2401,29400,90,,
Yunnan,China,2021-09-30,24.974,101.48700000000001,38049,60,,
Zhejiang,China,2021-09-30,29.1832,120.0934,43250,30,,
,Indonesia,2021-09-30,-0.7893,113.9213,125159430,4172942,,
,Laos,2021-09-30,19.856270000000002,102.495496,559637,478,,
,Malaysia,2021-09-30,4.2104839999999992,101.97576600000001,41046024,428805,,
,Philippines,2021-09-30,12.879721,121.77401699999999,68620681,1077254,,
,Singapore,2021-09-30,1.2833,103.8333,2309093,1927,,
,Thailand,2021-09-30,15.870032,100.992541,42676588,439733,,
,Vietnam,2021-09-30,14.058323999999999,108.277199,19319948,479788,,
,Brunei,2021-12-31,4.5353,114.7277,475606,3036,,
,Burma,2021-12-31,21.9162,95.956,16346632,595194,,
,Cambodia,2021-12-31,11.55,104.9167,3731437,92664,,
Anhui,China,2021-12-31,31.8257,117.2264,31265,186,,
Beijing,China,2021-12-31,40.1824,116.4142,37219,279,,
Chongqing,China,2021-12-31,30.0572,107.874,18915,186,,
Fujian,China,2021-12-31,26.0789,117.9874,41478,31,,
Gansu,China,2021-12-31,35.7518,104.2861,10815,62,,
Guangdong,China,2021-12-31,23.3417,113.4244,104546,248,,
Guangxi,China,2021-12-31,23.8298,108.7881,15901,62,,
Guizhou,China,2021-12-31,26.8154,106.8748,4930,62,,
Hainan,China,2021-12-31,19.1959,109.7453,5890,186,,
Hebei,China,2021-12-31,37.8957,114.9042,45186,217,,
Heilongjiang,China,2021-12-31,47.861999999999995,127.7615,62925,403,,
Henan,China,2021-12-31,33.882,113.61399999999999,50792,682,,
Hong Kong,China,2021-12-31,22.3,114.2,388123,6603,,
Hubei,China,2021-12-31,30.9756,112.2707,2117757,139872,,
Hunan,China,2021-12-31,27.6104,111.7088,37342,124,,
Inner Mongolia,China,2021-12-31,44.0935,113.9448,34780,31,,
Jiangsu,China,2021-12-31,32.9711,119.455,50270,0,,
Jiangxi,China,2021-12-31,27.614,115.7221,29729,31,,
Jilin,China,2021-12-31,43.6661,126.1923,18198,93,,
Liaoning,China,2021-12-31,41.2956,122.6085,24471,62,,
Macau,China,2021-12-31,22.1667,113.55,2394,0,,
Ningxia,China,2021-12-31,37.2692,106.1655,3782,0,,
Qinghai,China,2021-12-31,35.7452,95.9956,930,0,,
Shaanxi,China,2021-12-31,35.1917,108.8701,30170,93,,
Shandong,China,2021-12-31,36.3427,118.1498,32027,217,,
Shanghai,China,2021-12-31,31.201999999999998,121.4491,91737,217,,
Shanxi,China,2021-12-31,37.5777,112.2922,8217,0,,
Sichuan,China,2021-12-31,30.6171,102.7103,40225,93,,
Tianjin,China,2021-12-31,39.3054,117.323,16931,93,,
Tibet,China,2021-12-31,31.6927,88.0924,31,0,,
Unknown,China,2021-12-31,,,52,0,,
Xinjiang,China,2021-12-31,41.1129,85.2401,30411,93,,
Yunnan,China,2021-12-31,24.974,101.48700000000001,55013,62,,
Zhejiang,China,2021-12-31,29.1832,120.0934,55571,31,,
,Indonesia,2021-12-31,-0.7893,113.9213,132055272,4463167,,
,Laos,2021-12-31,19.856270000000002,102.495496,2907843,8207,,
Johor,Malaysia,2021-12-31,1.4854,103.7618,7408302,118387,,
Kedah,Malaysia,2021-12-31,6.1184,100.3685,5104368,65946,,
Kelantan,Malaysia,2021-12-31,6.1254,102.2381,5068388,37558,,
Melaka,Malaysia,2021-12-31,2.1896,102.2501,2295697,29362,,
Negeri Sembilan,Malaysia,2021-12-31,2.7258,101.9424,3454299,40272,,
